version,pattern,thread,n_rows,n_cols,time_elapsed
histo_atomic, plasma, 2, 5000,5000,2.294123e-01
histo_atomic, plasma, 2,50000,500,2.941446e-01
histo_atomic, plasma, 2,500,50000,1.843955e-01
histo_atomic, gradient, 2, 5000,5000,1.933462e-01
histo_atomic, gradient, 2,50000,500,1.426828e-01
histo_atomic, gradient, 2,500,50000,1.921287e-01
histo_atomic, uni, 2, 5000,5000,4.654505e-01
histo_atomic, uni, 2,50000,500,4.724688e-01
histo_atomic, uni, 2,500,50000,4.471327e-01
histo_atomic, pat1, 2, 5000,5000,4.397223e-01
histo_atomic, pat1, 2,50000,500,3.100934e-01
histo_atomic, pat1, 2,500,50000,3.968325e-01
histo_atomic, pat2, 2, 5000,5000,4.520436e-01
histo_atomic, pat2, 2,50000,500,3.333973e-01
histo_atomic, pat2, 2,500,50000,4.151055e-01
histo_atomic, random, 2, 5000,5000,7.440245e-01
histo_atomic, random, 2,50000,500,7.366742e-01
histo_atomic, random, 2,500,50000,7.436079e-01
histo_atomic, areas, 4, 5000,5000,3.952705e-01
histo_atomic, areas, 4,50000,500,4.127480e-01
histo_atomic, areas, 4,500,50000,4.070772e-01
histo_atomic, plasma, 4, 5000,5000,1.939725e-01
histo_atomic, plasma, 4,50000,500,3.357883e-01
histo_atomic, plasma, 4,500,50000,1.655290e-01
histo_atomic, gradient, 4, 5000,5000,1.297530e-01
histo_atomic, gradient, 4,50000,500,8.971934e-02
histo_atomic, gradient, 4,500,50000,2.350688e-01
histo_atomic, uni, 4, 5000,5000,5.610299e-01
histo_atomic, uni, 4,50000,500,5.631677e-01
histo_atomic, uni, 4,500,50000,5.800463e-01
histo_atomic, pat1, 4, 5000,5000,5.181470e-01
histo_atomic, pat1, 4,50000,500,4.833849e-01
histo_atomic, pat1, 4,500,50000,4.909317e-01
histo_atomic, pat2, 4, 5000,5000,5.568310e-01
histo_atomic, pat2, 4,50000,500,4.270788e-01
histo_atomic, pat2, 4,500,50000,5.275619e-01
histo_atomic, random, 4, 5000,5000,6.042013e-01
histo_atomic, random, 4,50000,500,6.007263e-01
histo_atomic, random, 4,500,50000,6.110696e-01
histo_atomic, areas, 8, 5000,5000,3.610229e-01
histo_atomic, areas, 8,50000,500,3.620841e-01
histo_atomic, areas, 8,500,50000,3.372184e-01
histo_atomic, plasma, 8, 5000,5000,1.675234e-01
histo_atomic, plasma, 8,50000,500,3.012978e-01
histo_atomic, plasma, 8,500,50000,1.438307e-01
histo_atomic, gradient, 8, 5000,5000,1.350119e-01
histo_atomic, gradient, 8,50000,500,5.452510e-02
histo_atomic, gradient, 8,500,50000,4.182828e-01
histo_atomic, uni, 8, 5000,5000,5.833538e-01
histo_atomic, uni, 8,50000,500,6.056702e-01
histo_atomic, uni, 8,500,50000,5.873323e-01
histo_atomic, pat1, 8, 5000,5000,5.641389e-01
histo_atomic, pat1, 8,50000,500,5.238432e-01
histo_atomic, pat1, 8,500,50000,4.992412e-01
histo_atomic, pat2, 8, 5000,5000,5.780283e-01
histo_atomic, pat2, 8,50000,500,4.642817e-01
histo_atomic, pat2, 8,500,50000,5.318433e-01
histo_atomic, random, 8, 5000,5000,5.079967e-01
histo_atomic, random, 8,50000,500,4.367858e-01
histo_atomic, random, 8,500,50000,5.025193e-01
histo_atomic, areas, 16, 5000,5000,3.379207e-01
histo_atomic, areas, 16,50000,500,3.264734e-01
histo_atomic, areas, 16,500,50000,3.386887e-01
histo_atomic, plasma, 16, 5000,5000,1.610552e-01
histo_atomic, plasma, 16,50000,500,2.659005e-01
histo_atomic, plasma, 16,500,50000,1.445904e-01
histo_atomic, gradient, 16, 5000,5000,1.435815e-01
histo_atomic, gradient, 16,50000,500,1.160431e-01
histo_atomic, gradient, 16,500,50000,3.312282e-01
histo_atomic, uni, 16, 5000,5000,6.161266e-01
histo_atomic, uni, 16,50000,500,6.148062e-01
histo_atomic, uni, 16,500,50000,6.110450e-01
histo_atomic, pat1, 16, 5000,5000,5.624287e-01
histo_atomic, pat1, 16,50000,500,5.370253e-01
histo_atomic, pat1, 16,500,50000,5.352547e-01
histo_atomic, pat2, 16, 5000,5000,5.943989e-01
histo_atomic, pat2, 16,50000,500,4.978948e-01
histo_atomic, pat2, 16,500,50000,5.510730e-01
histo_atomic, random, 16, 5000,5000,3.937090e-01
histo_atomic, random, 16,50000,500,4.308258e-01
histo_atomic, random, 16,500,50000,4.169958e-01
histo_atomic, areas, 1, 1000,1000,1.525483e-02
histo_atomic, areas, 1,10000,100,1.532028e-02
histo_atomic, areas, 1,100,10000,1.526284e-02
histo_atomic, plasma, 1, 1000,1000,1.541100e-02
histo_atomic, plasma, 1,10000,100,1.495970e-02
histo_atomic, plasma, 1,100,10000,1.565084e-02
histo_atomic, gradient, 1, 1000,1000,1.571967e-02
histo_atomic, gradient, 1,10000,100,1.572657e-02
histo_atomic, gradient, 1,100,10000,1.564471e-02
histo_atomic, uni, 1, 1000,1000,1.568368e-02
histo_atomic, uni, 1,10000,100,1.469247e-02
histo_atomic, uni, 1,100,10000,1.573431e-02
histo_atomic, pat1, 1, 1000,1000,1.558217e-02
histo_atomic, pat1, 1,10000,100,1.566975e-02
histo_atomic, pat1, 1,100,10000,1.574580e-02
histo_atomic, pat2, 1, 1000,1000,1.566759e-02
histo_atomic, pat2, 1,10000,100,1.574431e-02
histo_atomic, pat2, 1,100,10000,1.556474e-02
histo_atomic, random, 1, 1000,1000,1.405474e-02
histo_atomic, random, 1,10000,100,1.403784e-02
histo_atomic, random, 1,100,10000,1.494675e-02
histo_atomic, areas, 2, 1000,1000,2.765511e-02
histo_atomic, areas, 2,10000,100,2.478881e-02
histo_atomic, areas, 2,100,10000,2.805397e-02
histo_atomic, plasma, 2, 1000,1000,1.517773e-02
histo_atomic, plasma, 2,10000,100,2.003790e-02
histo_atomic, plasma, 2,100,10000,1.140875e-02
histo_atomic, gradient, 2, 1000,1000,8.357554e-03
histo_atomic, gradient, 2,10000,100,8.053199e-03
histo_atomic, gradient, 2,100,10000,1.003457e-02
histo_atomic, uni, 2, 1000,1000,3.091522e-02
histo_atomic, uni, 2,10000,100,3.140379e-02
histo_atomic, uni, 2,100,10000,3.153079e-02
histo_atomic, pat1, 2, 1000,1000,2.880771e-02
histo_atomic, pat1, 2,10000,100,2.588048e-02
histo_atomic, pat1, 2,100,10000,2.645596e-02
histo_atomic, pat2, 2, 1000,1000,3.006558e-02
histo_atomic, pat2, 2,10000,100,2.228454e-02
histo_atomic, pat2, 2,100,10000,2.796759e-02
histo_atomic, random, 2, 1000,1000,4.819506e-02
histo_atomic, random, 2,10000,100,4.190332e-02
histo_atomic, random, 2,100,10000,4.707030e-02
histo_atomic, areas, 4, 1000,1000,2.272015e-02
histo_atomic, areas, 4,10000,100,2.150360e-02
histo_atomic, areas, 4,100,10000,2.198972e-02
histo_atomic, plasma, 4, 1000,1000,1.372881e-02
histo_atomic, plasma, 4,10000,100,1.906645e-02
histo_atomic, plasma, 4,100,10000,1.192163e-02
histo_atomic, gradient, 4, 1000,1000,1.117132e-02
histo_atomic, gradient, 4,10000,100,4.128830e-03
histo_atomic, gradient, 4,100,10000,2.700870e-02
histo_atomic, uni, 4, 1000,1000,4.010289e-02
histo_atomic, uni, 4,10000,100,4.010672e-02
histo_atomic, uni, 4,100,10000,3.900726e-02
histo_atomic, pat1, 4, 1000,1000,3.852553e-02
histo_atomic, pat1, 4,10000,100,3.436093e-02
histo_atomic, pat1, 4,100,10000,3.373066e-02
histo_atomic, pat2, 4, 1000,1000,3.295995e-02
histo_atomic, pat2, 4,10000,100,3.023469e-02
histo_atomic, pat2, 4,100,10000,3.576912e-02
histo_atomic, random, 4, 1000,1000,3.682647e-02
histo_atomic, random, 4,10000,100,3.582718e-02
histo_atomic, random, 4,100,10000,3.670718e-02
histo_atomic, areas, 8, 1000,1000,1.924657e-02
histo_atomic, areas, 8,10000,100,1.982294e-02
histo_atomic, areas, 8,100,10000,2.006343e-02
histo_atomic, plasma, 8, 1000,1000,1.203803e-02
histo_atomic, plasma, 8,10000,100,1.574861e-02
histo_atomic, plasma, 8,100,10000,1.165923e-02
histo_atomic, gradient, 8, 1000,1000,9.015974e-03
histo_atomic, gradient, 8,10000,100,2.205729e-03
histo_atomic, gradient, 8,100,10000,2.675600e-02
histo_atomic, uni, 8, 1000,1000,4.184819e-02
histo_atomic, uni, 8,10000,100,4.138348e-02
histo_atomic, uni, 8,100,10000,3.645783e-02
histo_atomic, pat1, 8, 1000,1000,3.798369e-02
histo_atomic, pat1, 8,10000,100,3.605723e-02
histo_atomic, pat1, 8,100,10000,3.527768e-02
histo_atomic, pat2, 8, 1000,1000,4.025018e-02
histo_atomic, pat2, 8,10000,100,3.493968e-02
histo_atomic, pat2, 8,100,10000,3.795413e-02
histo_atomic, random, 8, 1000,1000,2.905442e-02
histo_atomic, random, 8,10000,100,2.754837e-02
histo_atomic, random, 8,100,10000,2.780780e-02
histo_atomic, areas, 16, 1000,1000,1.628936e-02
histo_atomic, areas, 16,10000,100,1.765390e-02
histo_atomic, areas, 16,100,10000,1.778352e-02
histo_atomic, plasma, 16, 1000,1000,1.007996e-02
histo_atomic, plasma, 16,10000,100,1.456878e-02
histo_atomic, plasma, 16,100,10000,1.111720e-02
histo_atomic, gradient, 16, 1000,1000,8.484817e-03
histo_atomic, gradient, 16,10000,100,6.991652e-03
histo_atomic, gradient, 16,100,10000,2.411282e-02
histo_atomic, uni, 16, 1000,1000,4.184067e-02
histo_atomic, uni, 16,10000,100,4.098435e-02
histo_atomic, uni, 16,100,10000,4.257868e-02
histo_atomic, pat1, 16, 1000,1000,3.932829e-02
histo_atomic, pat1, 16,10000,100,3.630315e-02
histo_atomic, pat1, 16,100,10000,3.616359e-02
histo_atomic, pat2, 16, 1000,1000,4.089848e-02
histo_atomic, pat2, 16,10000,100,3.389315e-02
histo_atomic, pat2, 16,100,10000,3.755032e-02
histo_atomic, random, 16, 1000,1000,2.548373e-02
histo_atomic, random, 16,10000,100,2.675601e-02
histo_atomic, random, 16,100,10000,2.573813e-02
histo_atomic, areas, 1, 3000,3000,1.020786e-01
histo_atomic, areas, 1,30000,300,1.018482e-01
histo_atomic, areas, 1,300,30000,1.019873e-01
histo_atomic, plasma, 1, 3000,3000,1.036429e-01
histo_atomic, plasma, 1,30000,300,1.023837e-01
histo_atomic, plasma, 1,300,30000,1.045236e-01
histo_atomic, gradient, 1, 3000,3000,1.044846e-01
histo_atomic, gradient, 1,30000,300,1.043335e-01
histo_atomic, gradient, 1,300,30000,1.078267e-01
histo_atomic, uni, 1, 3000,3000,1.079242e-01
histo_atomic, uni, 1,30000,300,1.047262e-01
histo_atomic, uni, 1,300,30000,1.044981e-01
histo_atomic, pat1, 1, 3000,3000,1.075463e-01
histo_atomic, pat1, 1,30000,300,9.997725e-02
histo_atomic, pat1, 1,300,30000,1.045340e-01
histo_atomic, pat2, 1, 3000,3000,1.046796e-01
histo_atomic, pat2, 1,30000,300,1.044916e-01
histo_atomic, pat2, 1,300,30000,1.042616e-01
histo_atomic, random, 1, 3000,3000,1.005376e-01
histo_atomic, random, 1,30000,300,1.039396e-01
histo_atomic, random, 1,300,30000,1.038994e-01
histo_atomic, areas, 2, 3000,3000,1.799943e-01
histo_atomic, areas, 2,30000,300,1.801188e-01
histo_atomic, areas, 2,300,30000,1.838147e-01
histo_atomic, plasma, 2, 3000,3000,1.054765e-01
histo_atomic, plasma, 2,30000,300,9.951495e-02
histo_atomic, plasma, 2,300,30000,6.431577e-02
histo_atomic, gradient, 2, 3000,3000,6.205300e-02
histo_atomic, gradient, 2,30000,300,6.029644e-02
histo_atomic, gradient, 2,300,30000,6.726650e-02
histo_atomic, uni, 2, 3000,3000,1.907549e-01
histo_atomic, uni, 2,30000,300,1.584350e-01
histo_atomic, uni, 2,300,30000,1.867779e-01
histo_atomic, pat1, 2, 3000,3000,1.703224e-01
histo_atomic, pat1, 2,30000,300,1.577909e-01
histo_atomic, pat1, 2,300,30000,1.635723e-01
histo_atomic, pat2, 2, 3000,3000,1.797591e-01
histo_atomic, pat2, 2,30000,300,1.458432e-01
histo_atomic, pat2, 2,300,30000,1.726095e-01
histo_atomic, random, 2, 3000,3000,3.093686e-01
histo_atomic, random, 2,30000,300,3.130530e-01
histo_atomic, random, 2,300,30000,3.124103e-01
histo_atomic, areas, 4, 3000,3000,1.583152e-01
histo_atomic, areas, 4,30000,300,1.602966e-01
histo_atomic, areas, 4,300,30000,1.581995e-01
histo_atomic, plasma, 4, 3000,3000,8.646698e-02
histo_atomic, plasma, 4,30000,300,1.008930e-01
histo_atomic, plasma, 4,300,30000,5.382149e-02
histo_atomic, gradient, 4, 3000,3000,6.561306e-02
histo_atomic, gradient, 4,30000,300,3.410787e-02
histo_atomic, gradient, 4,300,30000,1.306003e-01
histo_atomic, uni, 4, 3000,3000,2.221616e-01
histo_atomic, uni, 4,30000,300,2.258719e-01
histo_atomic, uni, 4,300,30000,2.263920e-01
histo_atomic, pat1, 4, 3000,3000,2.128266e-01
histo_atomic, pat1, 4,30000,300,1.906851e-01
histo_atomic, pat1, 4,300,30000,1.953856e-01
histo_atomic, pat2, 4, 3000,3000,2.072189e-01
histo_atomic, pat2, 4,30000,300,1.954573e-01
histo_atomic, pat2, 4,300,30000,1.960714e-01
histo_atomic, random, 4, 3000,3000,2.354780e-01
histo_atomic, random, 4,30000,300,2.343170e-01
histo_atomic, random, 4,300,30000,2.407205e-01
histo_atomic, areas, 8, 3000,3000,1.422167e-01
histo_atomic, areas, 8,30000,300,1.565511e-01
histo_atomic, areas, 8,300,30000,1.368772e-01
histo_atomic, plasma, 8, 3000,3000,7.238783e-02
histo_atomic, plasma, 8,30000,300,8.982224e-02
histo_atomic, plasma, 8,300,30000,5.333586e-02
histo_atomic, gradient, 8, 3000,3000,6.719606e-02
histo_atomic, gradient, 8,30000,300,1.805800e-02
histo_atomic, gradient, 8,300,30000,1.462494e-01
histo_atomic, uni, 8, 3000,3000,2.326431e-01
histo_atomic, uni, 8,30000,300,2.344710e-01
histo_atomic, uni, 8,300,30000,2.318485e-01
histo_atomic, pat1, 8, 3000,3000,2.203054e-01
histo_atomic, pat1, 8,30000,300,2.019986e-01
histo_atomic, pat1, 8,300,30000,2.041792e-01
histo_atomic, pat2, 8, 3000,3000,2.333179e-01
histo_atomic, pat2, 8,30000,300,1.940793e-01
histo_atomic, pat2, 8,300,30000,2.107567e-01
histo_atomic, random, 8, 3000,3000,1.983825e-01
histo_atomic, random, 8,30000,300,1.963029e-01
histo_atomic, random, 8,300,30000,1.928610e-01
histo_atomic, areas, 16, 3000,3000,1.302233e-01
histo_atomic, areas, 16,30000,300,1.426057e-01
histo_atomic, areas, 16,300,30000,1.295854e-01
histo_atomic, plasma, 16, 3000,3000,6.628608e-02
histo_atomic, plasma, 16,30000,300,7.545493e-02
histo_atomic, plasma, 16,300,30000,5.067135e-02
histo_atomic, gradient, 16, 3000,3000,6.205143e-02
histo_atomic, gradient, 16,30000,300,4.823288e-02
histo_atomic, gradient, 16,300,30000,1.404135e-01
histo_atomic, uni, 16, 3000,3000,2.380171e-01
